카드 제목,속성,레벨,종족,atk,def
마룡장 디아볼리카,어둠,레벨 8,[악마족/효과],공격력 2300,수비력 0
마리스보라스 나이프,어둠,레벨 2,[악마족/효과],공격력 600,수비력 100
마리스보라스 스푼,어둠,레벨 2,[악마족/효과],공격력 100,수비력 500
마리스보라스 포크,어둠,레벨 2,[악마족/효과],공격력 400,수비력 400
마린세스 만다린,물,레벨 1,[사이버스족/효과],공격력 100,수비력 100
마린세스 바시란리마,물,레벨 4,[사이버스족/효과],공격력 600,수비력 2100
마린세스 블루탱,물,레벨 4,[사이버스족/효과],공격력 1500,수비력 1200
마린세스 스프링걸,물,레벨 4,[사이버스족/효과],공격력 1200,수비력 1000
마린세스 슬리피메이든,물,레벨 5,[사이버스족/효과],공격력 500,수비력 2500
마린세스 씨스타,물,레벨 2,[사이버스족/효과],공격력 800,수비력 400
마린세스 씨호스,물,레벨 3,[사이버스족/효과],공격력 1400,수비력 1000
마린세스 크라운테일,물,레벨 5,[사이버스족/효과],공격력 600,수비력 2300
마린세스 파스카루스,물,레벨 4,[사이버스족/효과],공격력 1200,수비력 2000
마물 사냥꾼,땅,레벨 4,[전사족/일반],공격력 1500,수비력 1200
마방 기사 가이아,빛,레벨 7,[전사족/효과],공격력 2300,수비력 2100
마법 검사 네오,빛,레벨 4,[마법사족/일반],공격력 1700,수비력 1000
마법 검사 트랜스,땅,레벨 6,[마법사족/일반],공격력 2600,수비력 200
마법 기사 길티어－소울 스피어,빛,레벨 5,[전사족/효과],공격력 1850,수비력 1500
마법 기사 디펜더,빛,레벨 4,[마법사족/효과],공격력 1600,수비력 2000
마법나라 왕녀－쿠란,어둠,레벨 4,[마법사족/특수 소환/효과],공격력 2000,수비력 0
마법나라 왕녀－피켈,빛,레벨 4,[마법사족/특수 소환/효과],공격력 2000,수비력 0
마법의 꼭두각시 인형,어둠,레벨 5,[마법사족/효과],공격력 2000,수비력 1000
마법의 램프,어둠,레벨 1,[마법사족/효과],공격력 400,수비력 300
마법초 만드라고라,어둠,레벨 2,[마법사족/리버스/효과],공격력 500,수비력 200
마석술사 크루드,빛,레벨 3,[마법사족/효과],공격력 800,수비력 1900
마성기사 란슬롯,어둠,레벨 5,[전사족/효과],공격력 2000,수비력 800
마수카이저 가젯트,어둠,레벨 9,[악마족/특수 소환/효과],공격력 0,수비력 0
마슈마론,빛,레벨 3,[천사족/효과],공격력 300,수비력 500
마슈마카롱,빛,레벨 1,[천사족/효과],공격력 200,수비력 200
마스크드 촙파,땅,레벨 1,[악마족/효과],공격력 100,수비력 100
마스터 & 엑스퍼트,땅,레벨 4,[야수족/일반],공격력 1200,수비력 1000
마스터 몽크,땅,레벨 5,[암석족/특수 소환/효과],공격력 1900,수비력 1000
마스터 지그,땅,레벨 8,[사이킥족/효과],공격력 2600,수비력 1400
마스터 히페리온,빛,레벨 8,[천사족/효과],공격력 2700,수비력 2100
마신 아크 마키나,어둠,레벨 4,[악마족/효과],공격력 100,수비력 2100
마신동,어둠,레벨 3,[악마족/리버스/효과],공격력 0,수비력 2000
마아트,빛,레벨 10,[천사족/특수 소환/효과],공격력 ?,수비력 ?
마옥룡 질드라스,어둠,레벨 6,[드래곤족/효과],공격력 2200,수비력 1200
마왕 디아블로스,어둠,레벨 7,[드래곤족/효과],공격력 2800,수비력 1000
마요선수 대인화시,바람,레벨 10,[야수족/펜듈럼/효과],공격력 3000,수비력 300
마요선수 독안군주,바람,레벨 10,[야수족/펜듈럼/효과],공격력 2000,수비력 3000
마이크로 코더,어둠,레벨 1,[사이버스족/효과],공격력 300,수비력 0
마이티 가드,땅,레벨 4,[기계족/일반],공격력 500,수비력 1200
마인 골렘,땅,레벨 3,[암석족/효과],공격력 1000,수비력 1900
마인 몰,땅,레벨 3,[야수족/효과],공격력 1000,수비력 1200
마인 테라,어둠,레벨 4,[악마족/일반],공격력 1200,수비력 1300
마인드 온 에어,어둠,레벨 6,[마법사족/효과],공격력 1000,수비력 1600
마인필드,땅,레벨 4,[기계족/효과],공격력 1500,수비력 1500
마일드 터키,화염,레벨 4,[비행야수족/펜듈럼/일반],공격력 1000,수비력 2000
마장기관차 데코이치,어둠,레벨 4,[기계족/리버스/효과],공격력 1400,수비력 1000
마장사룡 이살웨폰,어둠,레벨 6,[드래곤족/펜듈럼/효과],공격력 2300,수비력 1600
마장성룡 이살웨폰,빛,레벨 6,[드래곤족/효과],공격력 2300,수비력 1600
마장전사 드라고녹스,어둠,레벨 4,[전사족/펜듈럼/효과],공격력 1500,수비력 1500
마장전사 드라고디우스,빛,레벨 4,[전사족/펜듈럼/효과],공격력 1500,수비력 1500
마장전사 반드래,바람,레벨 5,[전사족/효과],공격력 2000,수비력 800
마장전사 아르니스,화염,레벨 4,[전사족/효과],공격력 1700,수비력 1200
마장전사 테라이거,땅,레벨 4,[전사족/효과],공격력 1800,수비력 1200
마장전사 하이드로터스,물,레벨 3,[전사족/리버스/효과],공격력 1400,수비력 900
마제스티 데블,빛,레벨 6,[악마족/효과],공격력 2400,수비력 1000
마제스티 히페리온,어둠,레벨 8,[천사족/효과],공격력 2100,수비력 2700
마제스펙터 라쿤,바람,레벨 3,[마법사족/펜듈럼/효과],공격력 1200,수비력 900
마제스펙터 유니콘,바람,레벨 6,[마법사족/펜듈럼/효과],공격력 2000,수비력 2000
마제스펙터 캣,바람,레벨 3,[마법사족/펜듈럼/효과],공격력 100,수비력 1800
마제스펙터 크로우,바람,레벨 4,[마법사족/펜듈럼/효과],공격력 1000,수비력 1500
마제스펙터 폭스,바람,레벨 4,[마법사족/펜듈럼/효과],공격력 1500,수비력 1000
마제스펙터 프로그,바람,레벨 4,[마법사족/펜듈럼/효과],공격력 1300,수비력 500
마족소환사,어둠,레벨 6,[마법사족/듀얼/효과],공격력 2400,수비력 2000
마주사이의 전사,땅,레벨 3,[악마족/효과],공격력 1400,수비력 900
마지 개구리,물,레벨 2,[물족/효과],공격력 100,수비력 2000
마천도사,어둠,레벨 3,[악마족/일반],공격력 1000,수비력 700
마천사 로즈 소서러,땅,레벨 7,[식물족/효과],공격력 2400,수비력 1300
마탄환의 사수 더 키드,빛,레벨 3,[악마족/효과],공격력 1600,수비력 200
마탄환의 사수 독토르,빛,레벨 3,[악마족/효과],공격력 1400,수비력 1200
마탄환의 사수 스타,빛,레벨 4,[악마족/효과],공격력 1300,수비력 1700
마탄환의 사수 와일드,빛,레벨 4,[악마족/효과],공격력 1700,수비력 900
마탄환의 사수 카스파르,빛,레벨 3,[악마족/효과],공격력 1200,수비력 2000
마탄환의 사수 캘러미티,빛,레벨 4,[악마족/효과],공격력 1500,수비력 1300
마탄환의 악마 자미엘,빛,레벨 8,[악마족/효과],공격력 2500,수비력 2500
마통사 베이오네이터,어둠,레벨 1,[언데드족/효과],공격력 500,수비력 0
마하 바일로,빛,레벨 4,[마법사족/효과],공격력 1550,수비력 1400
마하라기,땅,레벨 4,[암석족/스피릿/효과],공격력 1200,수비력 1700
마화물차량 보코이치,어둠,레벨 2,[기계족/일반],공격력 500,수비력 500
막시무스 드래그마,빛,레벨 8,[마법사족/효과],공격력 1500,수비력 3000
만돌래곤,땅,레벨 5,[식물족/펜듈럼/일반],공격력 2500,수비력 1000
만력 마신 바이서 데스,어둠,레벨 4,[악마족/효과],공격력 500,수비력 1200
만수의 신,빛,레벨 4,[천사족/효과],공격력 1400,수비력 1000
만조의 어류인,물,레벨 4,[물족/일반],공격력 1650,수비력 1300
만천화 콜도,바람,레벨 8,[천사족/효과],공격력 2600,수비력 200
말살의 사악령,어둠,레벨 3,[악마족/효과],공격력 1600,수비력 0
맘모 파슬,땅,레벨 4,[암석족/효과],공격력 1800,수비력 0
맘모스 좀비,땅,레벨 4,[언데드족/효과],공격력 1900,수비력 0
맘모스의 무덤,땅,레벨 3,[공룡족/일반],공격력 1200,수비력 800
망룡의 전율－데스트루도,어둠,레벨 7,[드래곤족/튜너/효과],공격력 1000,수비력 3000
망막의 죽은 자,어둠,레벨 5,[언데드족/효과],공격력 ?,수비력 0
매그너바렛 드래곤,어둠,레벨 4,[드래곤족/효과],공격력 1800,수비력 1200
매드 데몬,어둠,레벨 4,[악마족/효과],공격력 1800,수비력 0
매드 랍스타,물,레벨 3,[물족/일반],공격력 1700,수비력 1000
매드 리로더,어둠,레벨 1,[악마족/효과],공격력 0,수비력 0
매드 해커,어둠,레벨 2,[사이버스족/효과],공격력 1000,수비력 600
매드머더,어둠,레벨 2,[언데드족/튜너/효과],공격력 400,수비력 200
매스매티션,땅,레벨 3,[마법사족/효과],공격력 1500,수비력 500
매시브 워리어,땅,레벨 2,[전사족/효과],공격력 600,수비력 1200
매유조,어둠,레벨 4,[비행야수족/효과],공격력 1300,수비력 1500
매의 기사,땅,레벨 3,[전사족/효과],공격력 1000,수비력 700
매지도그,빛,레벨 4,[마법사족/효과],공격력 1700,수비력 1000
매지션 오브 블랙 일루전,어둠,레벨 7,[마법사족/효과],공격력 2100,수비력 2500
매지션 오브 블랙 카오스,어둠,레벨 8,[마법사족/의식],공격력 2800,수비력 2600
매지션 오브 블랙 카오스 MAX,어둠,레벨 8,[마법사족/의식/효과],공격력 2800,수비력 2600
매지션 오브 카오스,어둠,레벨 7,[마법사족/의식/효과],공격력 2500,수비력 2100
매지션즈 로드,어둠,레벨 3,[마법사족/효과],공격력 1600,수비력 100
매지션즈 로브,어둠,레벨 2,[마법사족/효과],공격력 700,수비력 2000
매지션즈 발키리어,빛,레벨 4,[마법사족/효과],공격력 1600,수비력 1800
매지션즈 소울즈,어둠,레벨 1,[마법사족/효과],공격력 0,수비력 0
매지션즈 에이프,어둠,레벨 3,[야수족/효과],공격력 800,수비력 1200
매지컬 고스트,어둠,레벨 4,[언데드족/일반],공격력 1300,수비력 1400
매지컬 브로커,어둠,레벨 3,[마법사족/효과],공격력 1500,수비력 200
매지컬 어브덕터,땅,레벨 4,[마법사족/펜듈럼/효과],공격력 1700,수비력 1400
매지컬 언더테이커,어둠,레벨 2,[마법사족/리버스/효과],공격력 400,수비력 400
매지컬 컨덕터,땅,레벨 4,[마법사족/효과],공격력 1700,수비력 1400
매지컬 피시어리스트,빛,레벨 2,[마법사족/튜너/효과],공격력 800,수비력 400
매지컬 하운드,땅,레벨 1,[기계족/튜너/효과],공격력 500,수비력 800
매지크리보,어둠,레벨 1,[악마족/효과],공격력 300,수비력 200
매직 램프,바람,레벨 3,[마법사족/효과],공격력 900,수비력 1400
매직 리사이클러,어둠,레벨 1,[마법사족/효과],공격력 0,수비력 0
매직 리액터 AID,어둠,레벨 3,[기계족/효과],공격력 1200,수비력 900
매직 스트라이더,땅,레벨 4,[전사족/효과],공격력 1800,수비력 600
매직 스트라이커,땅,레벨 3,[전사족/효과],공격력 600,수비력 200
매직 슬라임,물,레벨 3,[물족/듀얼/효과],공격력 700,수비력 1200
매직 캔슬러,바람,레벨 5,[기계족/효과],공격력 1800,수비력 1600
매직 핸드,어둠,레벨 4,[마법사족/효과],공격력 800,수비력 1600
매직 홀 골렘,어둠,레벨 3,[암석족/효과],공격력 0,수비력 2000
매직비스트 가루다,빛,레벨 4,[마법사족/펜듈럼/효과],공격력 1200,수비력 1600
매직비스트 마스터케로베로스,빛,레벨 8,[마법사족/펜듈럼/효과],공격력 2800,수비력 2800
매직비스트 메두사,빛,레벨 4,[마법사족/펜듈럼/효과],공격력 1500,수비력 1500
매직비스트 바실리스크,빛,레벨 4,[마법사족/펜듈럼/효과],공격력 1800,수비력 500
매직비스트 자칼,어둠,레벨 1,[마법사족/펜듈럼/효과],공격력 0,수비력 1400
매직비스트 케로베로스,빛,레벨 4,[마법사족/효과],공격력 1400,수비력 1400
매직비스트 킹자칼,어둠,레벨 6,[마법사족/펜듈럼/효과],공격력 2400,수비력 1400
매직앱소버,어둠,레벨 4,[마법사족/효과],공격력 1800,수비력 1300
매직캣,빛,레벨 2,[마법사족/효과],공격력 600,수비력 500
맥 폭탄,땅,레벨 1,[야수족/효과],공격력 100,수비력 100
맥스 워리어,바람,레벨 4,[전사족/효과],공격력 1800,수비력 800
맥스 텔레포터,빛,레벨 6,[사이킥족/효과],공격력 2100,수비력 1200
맥시멈 식스,땅,레벨 6,[전사족/효과],공격력 1900,수비력 1600
맹신하는 고블린,땅,레벨 4,[전사족/효과],공격력 1800,수비력 1500
맹염성－텐레이,화염,레벨 4,[야수전사족/효과],공격력 1100,수비력 2000
맹진하는 검뿔소,땅,레벨 4,[공룡족/효과],공격력 1400,수비력 1200
맹호 몽후,땅,레벨 4,[야수족/효과],공격력 1700,수비력 1000
머더 서커스,어둠,레벨 4,[악마족/효과],공격력 1350,수비력 1400
머메일－네레이어비스,물,레벨 3,[물족/효과],공격력 1200,수비력 2000
머메일－디니크어비스,물,레벨 7,[물족/효과],공격력 1700,수비력 2400
머메일－리드어비스,물,레벨 7,[해룡족/효과],공격력 2700,수비력 1000
머메일－메가로어비스,물,레벨 7,[해룡족/효과],공격력 2400,수비력 1900
머메일－사루프어비스,물,레벨 7,[물족/효과],공격력 2500,수비력 2000
머메일－어비스근데,물,레벨 3,[물족/효과],공격력 1400,수비력 800
머메일－어비스노즈,물,레벨 4,[어류족/효과],공격력 1500,수비력 1500
머메일－어비스디네,물,레벨 3,[물족/효과],공격력 1000,수비력 200
머메일－어비스랑,물,레벨 4,[어류족/효과],공격력 1200,수비력 1800
머메일－어비스린데,물,레벨 3,[물족/효과],공격력 1500,수비력 1200
머메일－어비스맨더,물,레벨 4,[어류족/효과],공격력 100,수비력 2000
머메일－어비스터지,물,레벨 4,[어류족/효과],공격력 1700,수비력 1100
머메일－어비스파이크,물,레벨 4,[어류족/효과],공격력 1600,수비력 800
머메일－어비스힐데,물,레벨 3,[물족/효과],공격력 1300,수비력 400
머메일－오케어비스,물,레벨 3,[물족/효과],공격력 1100,수비력 1900
머슈맨,땅,레벨 3,[전사족/효과],공격력 1250,수비력 800
머시너즈 기어프레임,땅,레벨 4,[기계족/유니온/효과],공격력 1800,수비력 0
머시너즈 디펜더,땅,레벨 4,[기계족/리버스/효과],공격력 1200,수비력 1800
머시너즈 래디에이터,땅,레벨 8,[기계족/효과],공격력 1700,수비력 2400
머시너즈 루인포스,어둠,레벨 10,[기계족/특수 소환/효과],공격력 4600,수비력 4100
머시너즈 리저브레이크,어둠,레벨 4,[기계족/효과],공격력 1200,수비력 1800
머시너즈 메가폼,땅,레벨 8,[기계족/효과],공격력 2600,수비력 1500
머시너즈 메탈크런치,땅,레벨 9,[기계족/효과],공격력 2800,수비력 0
